10620,The Works of Francis Beaumont and John Fletcher in Ten Volumes Vol. 1,1750,http://www.gutenberg.org/ebooks/10620
10626,The Atlantic Monthly Vol. 2 No. 10 August 1858 by Various,1858,http://www.gutenberg.org/ebooks/10626
10631,Halleck's New English Literature by Reuben P. Halleck,1740,http://www.gutenberg.org/ebooks/10631
10632,The Healthy Life Cook Book 2nd edition by Florence Daniel,1915,http://www.gutenberg.org/ebooks/10632
10637,The Uprising of a Great People by Count Agenor de Gasparin,1862,http://www.gutenberg.org/ebooks/10637
10676,The Reign of Greed by Jose Rizal,1912,http://www.gutenberg.org/ebooks/10676
10691,Select Speeches of Kossuth,1848,http://www.gutenberg.org/ebooks/10691
10693,Political Diary 1828-1830 Volume 2 by Edward Law,1881,http://www.gutenberg.org/ebooks/10693
10694,Sea-Power and Other Studies by Admiral Sir Cyprian Bridge,1910,http://www.gutenberg.org/ebooks/10694
10695,The Atlantic Monthly Vol. 3 No. 15 January 1859 by Various,1859,http://www.gutenberg.org/ebooks/10695
10699,Character Writings of the 17th Century by Various,1689,http://www.gutenberg.org/ebooks/10699
10700,The History of England from the First Invasion by the Romans,1912,http://www.gutenberg.org/ebooks/10700
10704,The History Of Rome Vol. 4 by Theodor Mommsen,1903,http://www.gutenberg.org/ebooks/10704
10705,The History Of Rome Vol. 5 by Theodor Mommsen,1903,http://www.gutenberg.org/ebooks/10705
10710,Problems of Poverty by John A. Hobson,1906,http://www.gutenberg.org/ebooks/10710
10712,White Jacket by Herman Melville,1892,http://www.gutenberg.org/ebooks/10712
10717,The Extant Odes of Pindar by Pindar,1904,http://www.gutenberg.org/ebooks/10717
10722,Plays by Alexander Ostrovsky,1859,http://www.gutenberg.org/ebooks/10722
10734,A Collection of Old English Plays Vol. 3 by Various,1889,http://www.gutenberg.org/ebooks/10734
10737,Book about Animals by Rufus Merrill,1850,http://www.gutenberg.org/ebooks/10737
10745,The Story of the Champions of the Round Table by Howard Pyle,1905,http://www.gutenberg.org/ebooks/10745
10747,Chantecler by Edmond Rostand,1910,http://www.gutenberg.org/ebooks/10747
10760,A Florida Sketch-Book by Bradford Torrey,1894,http://www.gutenberg.org/ebooks/10760
10761,Essays of Robert Louis Stevenson,1883,http://www.gutenberg.org/ebooks/10761
10769,A Wanderer in Florence by E. V. Lucas,1912,http://www.gutenberg.org/ebooks/10769
10770,The Former Philippines thru Foreign Eyes by Toms de Comyn,1819,http://www.gutenberg.org/ebooks/10770
10795,Yorkshire--Coast & Moorland Scenes by Gordon Home,1907,http://www.gutenberg.org/ebooks/10795
10798,Paths of Glory by Irvin S. Cobb,1915,http://www.gutenberg.org/ebooks/10798
10809,Why We Are At War (2nd Edition revised) by Oxford Faculty,1914,http://www.gutenberg.org/ebooks/10809
10815,Messages and Papers of the Presidents: Harrison by James D. Richardson,1902,http://www.gutenberg.org/ebooks/10815
1081,Dead Souls by Nikolai Vasilievich Gogol,1842,http://www.gutenberg.org/ebooks/1081
1086,A Horse's Tale by Mark Twain,1907,http://www.gutenberg.org/ebooks/1086
1088,Rolf In The Woods by Ernest Thompson Seton,1812,http://www.gutenberg.org/ebooks/1088
10833,The Essays of Arthur Schopenhauer; Religion A Dialogue Etc.,1851,http://www.gutenberg.org/ebooks/10833
10834,The History of Insects by Unknown,1813,http://www.gutenberg.org/ebooks/10834
10835,Dr. Johnson's Works: Life Poems and Tales Vol. 1 by Samuel Johnson,1777,http://www.gutenberg.org/ebooks/10835
10842,The Life of Captain James Cook by Arthur Kitson,1805,http://www.gutenberg.org/ebooks/10842
10843,The Mental Life of Monkeys and Apes by Robert M. Yerkes,1916,http://www.gutenberg.org/ebooks/10843
10851,The Works of Charles and Mary Lamb Vol. 6 Letters 1821-1842,1821,http://www.gutenberg.org/ebooks/10851
10852,Hardy Ornamental Flowering Trees and Shrubs by A. D. Webster,1897,http://www.gutenberg.org/ebooks/10852
10855,Is Mars Habitable? by Alfred Russel Wallace,1906,http://www.gutenberg.org/ebooks/10855
10861,Paris under the Commune by John Leighton,1871,http://www.gutenberg.org/ebooks/10861
10866,The Dolorous Passion of Our Lord Jesus Christ,1904,http://www.gutenberg.org/ebooks/10866
10870,Are You A Bromide? by Gelett Burgess,1906,http://www.gutenberg.org/ebooks/10870
10877,The Tragedies of the Medici by Edgcumbe Staley,1906,http://www.gutenberg.org/ebooks/10877
10883,Dio's Rome Vol. 4 by Cassius Dio,1905,http://www.gutenberg.org/ebooks/10883
10887,Babylonian and Assyrian Literature by Anonymous,1901,http://www.gutenberg.org/ebooks/10887
10888,Arthur Hamilton and His Dog by Anonymous,1851,http://www.gutenberg.org/ebooks/10888
10889,The Life and Romances of Mrs. Eliza Haywood by George Frisbie Whicher,1786,http://www.gutenberg.org/ebooks/10889
10890,Dio's Rome Volume 5 Books 61-76 A.D. 54-211 by Cassius Dio,1906,http://www.gutenberg.org/ebooks/10890
10913,English Poems by Richard Le Gallienne,1895,http://www.gutenberg.org/ebooks/10913
10916,Parent and Child Vol. 3 Child Study and Training by Mosiah Hall,1916,http://www.gutenberg.org/ebooks/10916
10919,A Compilation of the Messages and Papers of the Presidents,1897,http://www.gutenberg.org/ebooks/10919
1092,The Description of Wales by Geraldus Cambrensis,1912,http://www.gutenberg.org/ebooks/1092
1093,The Beast in the Jungle by Henry James,1915,http://www.gutenberg.org/ebooks/1093
1094,Tamburlaine the Great Part I by Christopher Marlowe,1606,http://www.gutenberg.org/ebooks/1094
10921,The World's Greatest Books Vol. 4 by Various,1864,http://www.gutenberg.org/ebooks/10921
10924,The Lands of the Saracen by Bayard Taylor,1863,http://www.gutenberg.org/ebooks/10924
10925,A Collection Of Old English Plays Vol. 4 by Various,1882,http://www.gutenberg.org/ebooks/10925
10938,The Headsman by James Fenimore Cooper,1832,http://www.gutenberg.org/ebooks/10938
10939,After Waterloo: Reminiscences of European Travel,1844,http://www.gutenberg.org/ebooks/10939
10945,Lays of the Scottish Cavaliers and Other Poems by W. E. Aytoun,1849,http://www.gutenberg.org/ebooks/10945
10946,Three Frenchmen in Bengal by S. C. Hill,1893,http://www.gutenberg.org/ebooks/10946
10957,The Love Affairs of Great Musicians Volume 1 by Rupert Hughes,1903,http://www.gutenberg.org/ebooks/10957
10959,The Visits of Elizabeth by Elinor Glyn,1901,http://www.gutenberg.org/ebooks/10959
10961,Lawn Tennis for Ladies by Mrs. Lambert Chambers,1910,http://www.gutenberg.org/ebooks/10961
10980,Lady John Russell by Desmond MacCarthy and Agatha Russell,1910,http://www.gutenberg.org/ebooks/10980
10981,Child's New Story Book Anonymous,1850,http://www.gutenberg.org/ebooks/10981
10985,The Infant System by Samuel Wilderspin,1852,http://www.gutenberg.org/ebooks/10985
10986,Frederick Douglass by Charles Waddell Chesnutt,1845,http://www.gutenberg.org/ebooks/10986
10990,Selected Speeches on British Foreign Policy 1738-1914 by Edgar Jones,1914,http://www.gutenberg.org/ebooks/10990
11011,A Hilltop on the Marne by Mildred Aldrich,1916,http://www.gutenberg.org/ebooks/11011
11012,The Autobiography of an Ex-Colored Man by James Weldon Johnson,1912,http://www.gutenberg.org/ebooks/11012
11014,Christmas in Legend and Story by Elva S. Smith,1910,http://www.gutenberg.org/ebooks/11014
11017,Samuel F. B. Morse His Letters and Journals,1914,http://www.gutenberg.org/ebooks/11017
11018,Samuel F. B. Morse His Letters and Journals,1914,http://www.gutenberg.org/ebooks/11018
11030,Incidents in the Life of a Slave Girl by Harriet Jacobs,1861,http://www.gutenberg.org/ebooks/11030
11057,The Wife of his Youth and Other Stories of the Color Line,1905,http://www.gutenberg.org/ebooks/11057
11061,The Atlantic Monthly Vol. 6 No. 34 August 1860 by Various,1860,http://www.gutenberg.org/ebooks/11061
11066,Graf von Loeben and the Legend of Lorelei by Allen Wilson Porterfield,1915,http://www.gutenberg.org/ebooks/11066
11069,Squinty the Comical Pig by Richard Barnum,1915,http://www.gutenberg.org/ebooks/11069
11079,Essays in Rebellion by Henry W. Nevinson,1913,http://www.gutenberg.org/ebooks/11079
11082,Old Saint Paul's by William Harrison Ainsworth,1666,http://www.gutenberg.org/ebooks/11082
11087,The Atlantic Monthly Vol. 6 No. 35 September 1860 by Various,1860,http://www.gutenberg.org/ebooks/11087
11088,English Men of Letters Series: George Crabbe by Alfred Ainger,1834,http://www.gutenberg.org/ebooks/11088
11100,History Of Modern Philosophy by Richard Falckenberg,1892,http://www.gutenberg.org/ebooks/11100
11101,Coleridge's Ancient Mariner and Select Poems by Samuel Taylor Coleridge,1786,http://www.gutenberg.org/ebooks/11101
11103,The Atlantic Monthly Vol. 6 No. 37 November 1860 by Various,1860,http://www.gutenberg.org/ebooks/11103
11117,The Atlantic Monthly Vol. 7 No. 40 February 1861 by Various,1861,http://www.gutenberg.org/ebooks/11117
11118,The Atlantic Monthly Vol. 7 No. 39 January 1861 by Various,1861,http://www.gutenberg.org/ebooks/11118
11123,The German Classics of The Nineteenth and Twentieth Centuries,1913,http://www.gutenberg.org/ebooks/11123
11134,The Atlantic Monthly Vol. 7 No. 41 March 1861 by Various,1861,http://www.gutenberg.org/ebooks/11134
11154,The Atlantic Monthly Vol. 8 No. 45 July 1861 by Various,1861,http://www.gutenberg.org/ebooks/11154
11155,The Atlantic Monthly Vol. 7 No. 42 April 1861 by Various,1861,http://www.gutenberg.org/ebooks/11155
11197,Bambi by Marjorie Benton Cooke,1914,http://www.gutenberg.org/ebooks/11197
119,A Tramp Abroad by Mark Twain,1880,http://www.gutenberg.org/ebooks/119
11218,Highroads of Geography by Anonymous,1916,http://www.gutenberg.org/ebooks/11218
11224,Utilitarianism by John Stuart Mill,1879,http://www.gutenberg.org/ebooks/11224
11248,Delights of Wisdom Pertaining to Conjugial Love by Emanuel Swedenborg,1850,http://www.gutenberg.org/ebooks/11248
11249,Four Famous American Writers: Washington Irving Edgar Allan Poe,1899,http://www.gutenberg.org/ebooks/11249
11251,Famous Reviews by Various,1837,http://www.gutenberg.org/ebooks/11251
11254,Poetical Works of Samuel Johnson Thomas Parnell,1777,http://www.gutenberg.org/ebooks/11254
11266,Sonnets by The Nawab Nizamat Jung Bahadur by Nizam-ud-din-Ahmad,1914,http://www.gutenberg.org/ebooks/11266
11269,Virgie's Inheritance by Mrs. Georgie Sheldon,1891,http://www.gutenberg.org/ebooks/11269
11277,Egyptian Ideas of the Future Life by E. A. Wallis Budge,1908,http://www.gutenberg.org/ebooks/11277
11278,Folk-Tales of Napoleon by Honore de Balzac and Alexander Amphiteatrof,1902,http://www.gutenberg.org/ebooks/11278
11279,The Slim Princess by George Ade,1906,http://www.gutenberg.org/ebooks/11279
11283,Plays of Gods and Men by Lord Dunsany,1917,http://www.gutenberg.org/ebooks/11283
11298,Wanderings by Southern Waters Eastern Aquitaine,1893,http://www.gutenberg.org/ebooks/11298
11303,Vain Fortune by George Moore,1895,http://www.gutenberg.org/ebooks/11303
11308,The Book of Enterprise and Adventure by Anonymous,1851,http://www.gutenberg.org/ebooks/11308
11309,The Booming of Acre Hill by John Kendrick Bangs,1902,http://www.gutenberg.org/ebooks/11309
11314,A Compilation of the Messages and Papers of the Presidents,1897,http://www.gutenberg.org/ebooks/11314
11316,The Atlantic Monthly Vol. 8 No. 47 September 1861 by Various,1861,http://www.gutenberg.org/ebooks/11316
11327,English Literature: Modern by G. H. Mair,1914,http://www.gutenberg.org/ebooks/11327
11352,Germany and the Next War by Friedrich von Bernhardi,1912,http://www.gutenberg.org/ebooks/11352
11354,The Irrational Knot by George Bernard Shaw,1880,http://www.gutenberg.org/ebooks/11354
11358,The Atlantic Monthly Vol. 8 No. 48 October 1861 by Various,1861,http://www.gutenberg.org/ebooks/11358
11366,The German Classics of The Nineteenth and Twentieth Centuries,1914,http://www.gutenberg.org/ebooks/11366
11373,Through the Wall by Cleveland Moffett,1909,http://www.gutenberg.org/ebooks/11373
11419,The Love Affairs of Great Musicians Volume 2 by Rupert Hughes,1903,http://www.gutenberg.org/ebooks/11419
1141,Selected Poems of Oscar Wilde,1911,http://www.gutenberg.org/ebooks/1141
1148,The Itinerary of Archibishop Baldwin through Wales,1912,http://www.gutenberg.org/ebooks/1148
1149,From London to Land's End by Daniel Defoe,1888,http://www.gutenberg.org/ebooks/1149
11519,The Mirror of Literature Amusement and Instruction Vol. 14 No. 383,1804,http://www.gutenberg.org/ebooks/11519
1150,The Danish History Books 1 through 9 by Saxo Grammaticus,1905,http://www.gutenberg.org/ebooks/1150
1151,The Nibelungenlied by Unknown,1894,http://www.gutenberg.org/ebooks/1151
11534,The Lions of the Lord by Harry Leon Wilson,1903,http://www.gutenberg.org/ebooks/11534
11579,Scott's Last Expedition Volume I by Captain R. F. Scott,1913,http://www.gutenberg.org/ebooks/11579
11609,The Golden Canyon by G. A. Henty,1899,http://www.gutenberg.org/ebooks/11609
11619,Punch Vol. 153 Nov 21 1917 ed. by Sir Owen Seaman,1619,http://www.gutenberg.org/ebooks/11619
1160,The Game by Jack London,1913,http://www.gutenberg.org/ebooks/1160
1161,Jerry of the Islands by Jack London,1917,http://www.gutenberg.org/ebooks/1161
1162,The Jacket (The Star-Rover) by Jack London,1915,http://www.gutenberg.org/ebooks/1162
1163,Adventure by Jack London,1911,http://www.gutenberg.org/ebooks/1163
1164,The Iron Heel by Jack London,1912,http://www.gutenberg.org/ebooks/1164
11629,Punch Vol. 153 Dec 26 1917 ed. by Sir Owen Seaman,1629,http://www.gutenberg.org/ebooks/11629
11634,Human Nature In Politics by Graham Wallas,1910,http://www.gutenberg.org/ebooks/11634
11639,Figures of Earth by James Branch Cabell,1639,http://www.gutenberg.org/ebooks/11639
11699,J. S. Le Fanu's Ghostly Tales Volume 1 by Joseph Sheridan Le Fanu,1851,http://www.gutenberg.org/ebooks/11699
11701,The Makers and Teachers of Judaism by Charles Foster Kent,1911,http://www.gutenberg.org/ebooks/11701
11702,Washington and His Colleagues: A Chronicle of the Rise and Fall,1702,http://www.gutenberg.org/ebooks/11702
11704,Punch Vol. 153 Jul 25 1917 ed. by Sir Owen Seaman,1704,http://www.gutenberg.org/ebooks/11704
11719,Kincaid's Battery by George W. Cable,1719,http://www.gutenberg.org/ebooks/11719
1177,The Memorabilia Recollections of Socrates by Xenophon,1897,http://www.gutenberg.org/ebooks/1177
11729,Life of Johnson Volume 6 (of 6) by James Boswell,1807,http://www.gutenberg.org/ebooks/11729
11819,U.S. Copyright Renewals 1959 January - June by US Copyright Office,1780,http://www.gutenberg.org/ebooks/11819
1186,Poems by Alice Meynell,1903,http://www.gutenberg.org/ebooks/1186
1187,War of the Classes by Jack London,1912,http://www.gutenberg.org/ebooks/1187
1188,The Lair of the White Worm by Bram Stoker,1911,http://www.gutenberg.org/ebooks/1188
11849,U.S. Copyright Renewals 1974 January - June by US Copyright Office,1876,http://www.gutenberg.org/ebooks/11849
11859,Isaac T. Hopper by L. Maria Child,1859,http://www.gutenberg.org/ebooks/11859
11862,The Mirror of Literature Amusement and Instruction Vol. 20 No. 563,1862,http://www.gutenberg.org/ebooks/11862
11864,The Mirror of Literature Amusement and Instruction Vol. 20 No. 570,1864,http://www.gutenberg.org/ebooks/11864
11869,Venetia by Benjamin Disraeli,1869,http://www.gutenberg.org/ebooks/11869
11874,Hodge and His Masters by Richard Jefferies,1874,http://www.gutenberg.org/ebooks/11874
11896,Citizen Bird by Mabel Osgood Wright and Elliott Coues,1896,http://www.gutenberg.org/ebooks/11896
11904,Ailsa Paige by Robert W. Chambers,1910,http://www.gutenberg.org/ebooks/11904
1190,The Jolly Corner by Henry James,1918,http://www.gutenberg.org/ebooks/1190
1191,The Double-Dealer by William Congreve,1895,http://www.gutenberg.org/ebooks/1191
1193,The Coxon Fund by Henry James,1915,http://www.gutenberg.org/ebooks/1193
1194,The Adventures of Louis de Rougemont by Louis de Rougemont,1899,http://www.gutenberg.org/ebooks/1194
1195,Glasses by Henry James,1916,http://www.gutenberg.org/ebooks/1195
11944,The Winning of the West Volume Four by Theodore Roosevelt,1807,http://www.gutenberg.org/ebooks/11944
11959,A Brief Memoir of Eliza Southall by Eliza Southall,1855,http://www.gutenberg.org/ebooks/11959
11979,The Diverting History of John Gilpin by William Cowper,1878,http://www.gutenberg.org/ebooks/11979
11996,A Residence in France Complete by An English Lady,1797,http://www.gutenberg.org/ebooks/11996
11999,The Servant in the House A Play by Charles Rann Kennedy,1908,http://www.gutenberg.org/ebooks/11999
15,Moby Dick by Herman Melville,1891,http://www.gutenberg.org/ebooks/15
19,The Song Of Hiawatha by Henry W. Longfellow,1856,http://www.gutenberg.org/ebooks/19
12019,Queen Hortense by L. Muhlbach,1910,http://www.gutenberg.org/ebooks/12019
1200,Gargantua and Pantagruel Complete by Francois Rabelais,1838,http://www.gutenberg.org/ebooks/1200
1205,The Colour of Life by Alice Meynell,1897,http://www.gutenberg.org/ebooks/1205
12029,George Washington's Rules of Civility by Moncure D. Conway,1886,http://www.gutenberg.org/ebooks/12029
12059,The World's Greatest Books Vol IX Ed. by Arthur Mee & J.A. Hammerton,1616,http://www.gutenberg.org/ebooks/12059
12077,The Philippines: Past and Present (Volume 1 of 2),1914,http://www.gutenberg.org/ebooks/12077
12089,Letters of Travel (1892-1913) by Rudyard Kipling,1913,http://www.gutenberg.org/ebooks/12089
1213,The Man that Corrupted Hadleyburg by Mark Twain,1907,http://www.gutenberg.org/ebooks/1213
1217,Penelope's Experiences in Scotland by Kate Douglas Wiggin,1913,http://www.gutenberg.org/ebooks/1217
1219,An Essay on Comedy by George Meredith,1897,http://www.gutenberg.org/ebooks/1219
12145,Poetical Works of William Wordsworth Vol. 2 of 8,1819,http://www.gutenberg.org/ebooks/12145
12194,Liza by Ivan Sergeevich Turgenev,1873,http://www.gutenberg.org/ebooks/12194
128,The Arabian Nights Entertainments by Andrew Lang,1898,http://www.gutenberg.org/ebooks/128
12200,Delsarte System of Oratory by Francois Delsarte et al.,1893,http://www.gutenberg.org/ebooks/12200
1225,Faraday As A Discoverer by John Tyndall,1884,http://www.gutenberg.org/ebooks/1225
12244,In the Name of the Bodleian and Other Essays by Augustine Birrell,1890,http://www.gutenberg.org/ebooks/12244
12261,A Study In Magic And Religion Vol. 1 of 2 by James George Frazer,1913,http://www.gutenberg.org/ebooks/12261
1236,First Across the Continent by Noah Brooks,1804,http://www.gutenberg.org/ebooks/1236
12324,Elizabethan Parish in its Ecclesiastical and Financial Aspects by Ware,1908,http://www.gutenberg.org/ebooks/12324
12329,Heart of Man by George Edward Woodberry,1899,http://www.gutenberg.org/ebooks/12329
12344,Sir Robert Hart by Juliet Bredon,1910,http://www.gutenberg.org/ebooks/12344
12353,The Making of Religion by Andrew Lang,1900,http://www.gutenberg.org/ebooks/12353
12383,Poetical Works of William Wordsworth Vol. 3 of 8,1815,http://www.gutenberg.org/ebooks/12383
12414,The Inferno by Henri Barbusse,1918,http://www.gutenberg.org/ebooks/12414
1243,Hearts of Controversy by Alice Meynell,1918,http://www.gutenberg.org/ebooks/1243
12425,De Orbe Novo Volume 1 (of 2) Trans. by Francis Augustus MacNutt,1912,http://www.gutenberg.org/ebooks/12425
12492,Recent Tendencies in Ethics by William Ritchie Sorley,1811,http://www.gutenberg.org/ebooks/12492
1259,Twenty Years After by Alexandre Dumas Pere,1910,http://www.gutenberg.org/ebooks/1259
12522,Aether by Matthew Turner,1761,http://www.gutenberg.org/ebooks/12522
2609,The Vicomte de Bragelonne by Alexandre Dumas Pere,1661,http://www.gutenberg.org/ebooks/2609
12584,Phebe Her Profession by Anna Chapin Ray,1902,http://www.gutenberg.org/ebooks/12584
1260,Jane Eyre by Charlotte Bronte,1897,http://www.gutenberg.org/ebooks/1260
12674,Cock Lane and Common-Sense by Andrew Lang,1894,http://www.gutenberg.org/ebooks/12674
1273,The Autobiography of a Slander by Edna Lyall,1890,http://www.gutenberg.org/ebooks/1273
1276,The Rhythm of Life and Other Essays by Alice Meynell,1893,http://www.gutenberg.org/ebooks/1276
12779,Helen with the High Hand (2nd ed.) by Arnold Bennett,1915,http://www.gutenberg.org/ebooks/12779
